,insc,cn2,ch2,lc2,rd2,cn,ch,lc,mt,rd
3866,91af1ad89f229ba526ec92b2723983e53ba52476,537.1,546.8,536.9,440,471.5,564.5,565.8,409.3,600
3867,4b087a8143279d52ae9e2d5e032c6b63489c2fca,588.2,609,614.4,620,479.6,503.9,529.3,400.9,560
3868,92604e7c9df4b24677b55884f8331b86e058994b,517.3,626,580.5,600,409.7,505.3,472.7,438.8,500
3869,db41f8e8f96de2f4bbba079fc9fcab78811a3589,432.6,510.9,503.5,660,370.7,531.4,384.2,415.8,440
3870,528153c48ecb0f3be045b1089d4561e420d23789,630,635.3,580.8,680,431.2,475.7,470.1,444.4,520
3872,129a144075139d67277018fe820d4fc707e21a35,492.3,413.6,527,300,450.6,397.8,380.4,434,540
3873,1dcf3e435f6781415282f87c5aa126be69fc8370,502,617.9,504.3,600,438.7,443.6,463.7,351.9,520
3875,f011c4b90ed283985dfb7970cf469c169981545b,491.7,532.8,523.9,500,575.4,576.2,461.1,575.1,520
3877,80ae8a9263ab2dbb2b8594814807e70a6c300ec2,501.1,598.8,562.3,660,533.8,463.5,526.9,476.5,340
3878,2dc8d7a62f3cf7e88d740a13378b5f03592da235,532.7,549.6,486.3,420,536.4,548.1,530.8,590.4,500
3880,ce11a825c9d7995c37f8904cd25933a0ee3cefd3,481.8,521.8,385.1,0,368.3,367.5,386.7,448.4,0
3881,83a6c61e846e60f0ad2b5992aaf8ea5c9114952a,450.1,514.6,572.4,620,544.7,639.8,604.4,498.1,760
3882,96c1719829492a177943eb30b1d36a03632f2486,399.3,522.3,418.4,460,401.9,431.5,455.9,524,380
3883,2abaa7d3759d277dd920da6e8099939c1f794be0,662.3,683.6,576.7,940,627.2,616.7,607.2,815.5,620
3884,d85e8440d362a210b00897420c938f305e036fa3,437.8,441.1,430.1,540,589.2,585.3,579.3,581.9,560
3885,28b79219833b86a583f6f39b6c18ef47e60a4938,478.8,451.8,367.4,420,475.5,580.9,515.6,616.7,540
3886,caa68a3360ee208ecbf043899bcc1c602fdf8b67,441.1,455.6,539.1,480,491.4,469.1,436,418,320
3888,5c9d188e145b935bde1da2a0de0b35321c7bb272,375.8,464,476.9,560,681.4,636.1,611.7,808.6,640
3889,39de7b7dc1c52dd45dbe223a0a59658a5431363a,438,549.8,523.4,440,464.2,515.1,586.3,504.1,680
3891,bf05715519b1e948cc6b5b56672733b370cb11c4,478.3,585.9,602.6,580,412.5,515.5,406.7,371.5,540
3894,964348513599cff01cda30441227c8fb7aaa3918,446.7,495.9,546.7,560,418.1,413.3,396.3,411.9,500
3895,0354ab5c76efd93f7718e64f89e1af479ca6e37b,411.3,571.3,466.6,520,592.7,634.6,602.8,566.7,580
3896,60562c040b6735756c31d3d53801bf0c968f036d,400.4,452.2,374.6,220,412.4,521.8,491.4,480.6,440
3897,d05bf966ff1ab2ac3aa0620fb7b9f46b9efe36f9,410,457.7,368.4,340,588.8,663.4,558.3,649.9,680
3898,76a579eef67261654c12a3b7057b364682b91d01,476.7,528.5,509.9,540,501,398.1,519.5,474.8,640
3899,b1ef1322d2d6e5b8c7b8ca2976536d9f886c4f9e,462.1,421.5,497.5,0,437.6,512.9,419.2,343.5,420
3901,a43b01b95c09f7b1887f668e50fea5986efe7122,395.2,597.1,439.3,740,399.2,581.9,439.3,396.7,680
3903,b1d9b94df65e67a5d52c55a0708839264d2488d5,418,541.7,504,380,441.7,501.3,514.8,560.7,600
3904,68989abd3f0388b6835c6cfe2c6115bbb5d658fd,471.2,613.8,609.2,560,469.8,487.7,548.9,357.7,600
3907,f15c5edca1932004fb70d8779fcc2d0fb5526804,424.5,503,497.1,620,438.4,575.8,516.2,407.9,520
3908,338916b4c428b53df39d8903eb484c026fab0fab,397.1,462.2,460.4,440,534.2,593.8,596.5,677.9,640
3910,508fb8507c33a15fb4655b07cf9d86a2f324fad5,474.1,585.7,621,480,435.6,420.6,511.6,465.3,440
3911,6d4bee056abcea733d36060113427081daae72d1,748.3,703.3,596.1,860,409.5,409.6,424.9,389.3,480
3913,a032c86d0903ec6cb708ee26590cc06c29a2a490,434.7,612.4,592.1,840,516.5,586.1,577.6,675,560
3915,72abb9585ff5fad1e243d34c7d1ad69e5ead1f5f,637.9,650.5,605.5,660,541.5,621,540.3,548.9,500
3916,f7fe5ca92fc675604a80acb04247d1ec2d40e066,505.3,560.7,485.6,480,493.9,545.4,600.6,555.2,520
3918,fc5b56b3712d7c98ce1caf52d085c5e7ffa4a06b,562.7,645.2,553.6,640,398.6,512.5,495.7,483.6,400
3921,31d8d7b803ec6856465de2b6549994a2900a7fa8,434.8,525.7,482.7,420,582.4,594.2,536.2,587,640
3923,05c1f2b2273688b2bcb99e6c3ae64e85ade9a0fe,478.2,490.1,486.1,800,570.5,607.4,539.7,507.4,640
3924,a01e0c6a668906165e58e67f4cb832b4f6f76ffe,408.8,513.3,460.5,520,461.3,465.4,485,452,340
3925,ae5c5d5c814e086c7b7de4c3dab4e6758525f777,469.6,591.3,586.1,420,471.6,548.3,498.8,344.6,520
3926,93f6002c174ea7b386b1a909d97c9cc8f20e33b5,445,534.7,518.4,520,474.2,514.5,522.7,418.8,480
3927,3c9a334da41db15852294edfa891312f5999a74e,618.8,697.1,606.6,660,448.3,473.2,374.2,438,340
3928,d2c2bbfac45a0b703f1b210d57c7fd27d76a17ed,497.4,458.3,477.1,360,523.7,580.2,567.8,609.7,680
3929,9b2ec04e55645942f7cbffe895f18dade1c4bb98,397.3,481.7,493.3,520,394.7,546.3,570.6,468,600
3931,dc9aac8ce495d0bc5199cdba4aeca815e2180f0f,437.7,512.5,503.6,480,444.8,470.2,447.2,397,520
3933,2d7302dc7ff97f99ed1e2445f2b0f280c181c91c,623.5,586.8,427.7,640,510.9,559.7,564.3,625.6,440
3934,5b0ed5b582de51c6377b545ba47ee47a1e1a57da,424.6,499.3,603.1,580,469.9,597,596.9,388.3,640
3935,27d52323a6cd30cbaad5a3c56dd486e50868c054,491.9,580,540.5,540,510,509.7,550.4,557.9,640
3936,18a653046a82a4c5cafbb1bcd27cb5b0f8875292,473.8,593.9,483.6,600,420.1,586.2,498.5,437.3,520
3937,8d335794a40dd8b2cd2a63b7befb612595ac9b33,440,539.7,417,540,457,435.2,462.8,579.9,480
3938,8bae38d71e416109afeb44e44f049ca05063b32d,530.5,561.8,563.3,600,463.4,530.9,550.3,388.6,420
3939,5aa3f595cedc6029676923a0ced951c763eb759a,471.8,508,505.9,520,377,428.8,418.4,408.1,0
3941,9711deaac163efb67ebb06a389676b2aa97279bd,525,637.5,604.5,800,501.1,527.2,548.1,394.7,400
3943,05b619d9bc82a73a3f9bc2082fa915e9983dcd6c,432.4,509,483.1,480,459.8,563.2,543.6,394.4,400
3944,0dd10002ef9464b50cd3983b09c92a4ae2c60c52,473.9,532.6,454.1,520,548.8,617.3,579.2,515.6,740
3946,a840fedf36ad6c7f853464941bda69f24e561ce6,544.4,637.6,592,540,442.7,375.4,530.1,361.3,500
3947,67855ef6e11f5d2c69aeca430ff04b83a97d045f,519.1,613.8,627.5,760,428.5,442.9,380.7,381.6,460
3948,fc42f6eed5bea0d1eaac96e20b83bb9afa669cd6,583.2,623.5,586.2,600,429.4,461.5,436.9,372.8,500
3949,5573260fce2f2f53f9db0eb39bd1e9c87cbe9ac1,552.7,535.7,466.9,360,460.5,603.6,559.3,470.3,720
3950,554b003cb381ad55a7aaa8a62aae6e06422eeccc,418.9,383.1,367.4,280,374.4,425,413.9,373.8,0
3951,4409fc9023f525d75d824b0f95e2a96ded508c1e,409.1,501.6,500.9,360,476.9,488.2,521.2,357.5,460
3952,b3f9eb3a0ba6f92b8373f4d1a1491e62f69ff52d,386.9,554.4,516.7,640,506.1,500.5,492.2,403.5,400
3953,339eae574442eb2feadab346359cfff9c94d7fe3,499.3,456.5,380.2,580,586.5,580.3,510.8,472.2,540
3955,95219ba812d70258c1c49c49332a1c15428b2ac8,562.1,627.9,584.3,500,404.6,555,512.7,384.9,540
3956,d1452e2825da3da9ce4809e9ff1c6a7377e31bd6,427.6,489,462.8,560,479.2,554.3,573.6,419.8,720
3957,1692c679d7772327a03e4a0876288f7b93f154b5,544.6,561.9,565.5,540,475.2,604.3,601.6,615.6,520
3958,62d2c02c9dd4acf91ae91dfd8fa781203bc9fc2f,405.9,487.2,468.9,360,383.8,521.4,512.4,505.1,500
3959,5546918b748940cb4bab283c64d31e9ee994c62a,648.6,647.5,575.4,760,466.2,435.3,533.6,413.5,320
3960,9a41903af416102abc04818e991da5d445eec71f,501,529.9,491.3,660,534.6,519.2,530.3,510.2,520
3961,eead7cec76f8c664fe2eaf1de17c4d4b20396c81,403.5,485.5,526.9,540,492.2,492.2,401.3,555.2,580
3962,153fa858e944b08dd072f907c4401d31068c530b,526.6,613.2,559.3,880,476,511.3,459.5,407.3,680
3964,95c55f3a9c01e36da49a2bcb5a32428885481174,423,556.9,562.8,620,493.5,568.8,503.3,397.2,620
3965,0d6e25ccfedded4c38caa1ffc259800b28f13de7,420.3,554.5,505.7,520,401.1,471.1,559.8,446.4,480
3966,619ba88fe59ab61fc3fd6f634f1a225937a2dddc,384.9,500.2,435.2,580,482.4,611.8,530.1,398,680
3967,ceb0286dda0ef14cc1d61268c3b74c9cb4f30ea1,482.9,511,560.7,520,382.4,490.5,522.7,437.1,680
3968,978de2f730ba3896d05e7a686c947f31f7302c24,416.7,445.6,402,340,463.8,445.4,498.1,389.9,460
3969,b4db18a0fd7287a039b6993dd72f89dfa14a2e40,440,484.4,561.8,520,393.9,434.6,466.5,382.4,320
3970,3006e43d450c8dea4fa623cd8ca77a073bfff1f9,536,434.6,400.7,560,382.2,539.8,528,582.4,320
3971,096c60e489ee4b472413b3314b29d40d6c448a4d,564.1,592,577.3,780,373.8,533.6,488.2,419.8,400
3972,c23027593c25c62587d6fc1bf61120f8d76ed0d3,451.1,526.2,514.9,380,563.6,625.9,559.4,535.6,700
3974,08294394882e3ebf3de26f13ef4c9914ecc9cf97,374,385.9,395.8,440,457,543.2,422.9,416.7,520
3975,a57d893c8ae0a2ddceefb6c117e28d2e86070fc3,424.4,555.4,573.8,400,396.6,559.3,450.5,417.2,320
3976,274ae35270dd91c50510ceb8406a7cda3790822c,467.3,538.1,543.8,400,392.5,476.7,531.9,538.2,640
3977,d0dd165443558cd766839a27fd916afac1a30b2a,392.6,427.1,427.5,580,526.4,624.6,566.5,564.6,600
3979,74b248a09e46df7999d7550e8a996eb8f1688cd0,592,644.1,614.4,660,489.1,485.5,487.9,411.6,660
3980,091070cbbf4136b1b6ae25fc5ab5462276849486,536.5,618.2,592.8,600,635.5,649.4,622.1,743.2,760
3981,03bff6d8599a17ba9c58824ed92d39e952eef74f,446.7,433.1,459.6,320,467.4,471.3,520.7,442,480
3983,030319ee21c3366af809e1d2fd6e3b755d1fa82f,419.2,577.7,533.7,640,394.3,461.3,546.9,442.9,560
3984,3363f2e16d453f013d2eb6b7e9906c9f1a009ac1,468.2,524.4,466.2,520,542.1,601.6,580.8,566.4,700
3987,b0138e0a521c3051655d1b721098d5f52e1835f7,411.1,415.7,422.4,340,438.7,456.1,449.6,411.8,420
3988,a298ff0e51742a305f9efcff3b2078274cb2d6b2,501.9,661.4,628.9,540,445.6,509.7,538.2,506.3,520
3990,1ea82fc649ff450e9b4c75f1af7ba8591b6e3d29,429.4,538.4,521.4,340,466.3,573.5,503.3,406.8,520
3992,dd157c374fcd3b4cfe8113af00b8df78396ceb70,367.2,554.1,464.8,400,498.9,552.3,495.5,482.8,460
3993,2945f1ff8c80821c207e7880f784b841ae3ddc12,396.9,474.4,471.3,560,451.3,429.7,443.1,442.9,160
3994,252196dbc78f0404b9b522b277013b121eaa8bef,411.6,425.1,478.7,500,463.2,567,562.1,443.8,560
3996,e1cc4e163c273fdf972173732233395922a89aec,397,513.8,554.1,520,446.6,454.3,464.7,417,540
3997,64d2779536c4913b8a571efa31b2536903c4e67b,389.7,532.6,548.8,420,550.2,509.7,509.4,538,560
3998,36487fce907fc9b27f5dec420313f5a9bcda5541,445.6,504.4,418.4,520,528.1,550.6,546.7,530.2,560
3999,34e1377ac6ebdeb7643597f696b75fa8ad650fcd,503.7,529.7,486.7,640,575.3,645.1,564.7,743.9,620
4000,bb810952683d7e2fecfa039b94ac594ccbda5675,576.9,607.8,568.5,620,529.5,583.6,521.5,415.6,720
4001,af4d772c3b035b0b6ee88732ad8f4d1082016bda,393.7,477.9,502.3,540,524.8,558.9,556.7,429.9,560
4002,a88054e4ecd2baa4f6a67536ff9ab5a72a773232,438.2,529.4,453.7,440,500.1,499.4,532,349.6,520
4003,5f54bde80089da382fc511f03286df3e5055286d,390.1,529,475.4,580,488,537.4,447,410.4,480
4004,7cd5166d52a98c82381002ab0cb4ea73bbf8d976,510.4,561,544.2,560,640.8,615.2,633.2,649.8,920
4005,69b4c9886f0b98ca820ce2308b82eaf80c8447f2,411.1,537.1,542.2,800,667.2,663.6,648.9,823.9,920
4008,c12bc5ad48c163a8e656bd501d58526c53fd549a,661,736.6,668.5,760,385.9,554.1,580.5,356.3,460
4009,cc1a22f0429db012932076d5552e429acbb97610,472.5,410.1,433.3,460,500.5,536.8,493.4,403.4,560
4011,1051570b5fcd81ad813c1c87ea2956dd4f64eb00,418.7,539.4,471.2,560,424.7,518.7,570.1,527.7,560
4012,779ed0118fedfee66e5c4253eab09ddedcdf7300,415.8,462.5,560,540,479.7,554.4,472.1,709.8,460
4014,5888d7dc571177d09f7d9905011111d23aa7c18f,495.1,429.9,412,300,510.2,586.6,577.1,521.5,580
4015,d23d0699d496b7e379f9118c95ce581f748a6de8,577,525.2,506.3,560,443.5,421.4,375.3,384,440
4016,b769873bf7302f71a910cdee975c47dbfdee20c0,441.2,473.6,497.3,280,483.3,455.4,483.5,378.6,600
4018,2c6e1b5ea567fdac8e1fcdddb331348fc8851bf5,566.6,594.1,613,520,417.2,587.2,447.1,552.5,600
4019,19d05f1dc0b205cf6c8638bbfc335595ac7bb5a0,559.6,617.5,620.5,740,597.9,548.8,482.2,573.6,600
4020,6f60400a1f53a48778f9465c01595cc8c514517f,469.6,486.5,499.1,540,514.1,574.8,480.8,542.1,400
4021,06d6f83e37a1a70421c8c8d645386424895e09d6,424.9,553.3,527.2,480,407.9,523.8,548.6,499.7,500
4022,428da6554a9a7e9f1a8a968fdc17ede08d92da84,451.1,542.8,531.3,760,453.1,576.7,463.5,699.7,460
4024,bd4c79dfc40fa855043cfab3232f55d52ea2ca98,479.7,473.6,533.3,540,513.7,576,552.3,472.8,760
4026,3f2243044e9df4f1f332ed54af72da3f5614d7ce,503.5,623.6,598,420,484.8,636.6,621.5,579.5,580
4027,f6ec931c0e86421b1c4c8bdc02d77ae435c1b0d9,460.7,447.4,400.8,400,582.6,599.2,582.2,636.2,540
4028,db3a352bdaf9f14477f254265367540b233706a1,493.3,574.3,527.8,580,509.8,555.8,578.4,526.6,600
4029,9a19fa424c24bcf26acaff7689426292c304885f,655.1,652.5,583,940,426.3,543.3,571.1,441.6,660
4030,1be967dd3c730c59f797a28e129633ce5478b933,441.8,517.8,498.1,520,558.2,598.1,579.3,494.3,680
4032,6aa0cc0630fd5007fbe484f7af4fbf8f8296da1e,438.9,490.2,375.7,360,452.7,476.9,454,408.2,460
4033,298d4d6f93ab9d1378e9f46ab1f753bcc1ef0df8,410.8,486.2,484.7,540,559.2,562.7,575.6,505.9,600
4034,9b6407639e00cd0db0932036eeb846a9f64c7fd4,469.4,593.6,461.9,640,402.2,557.8,537.9,443.6,540
4036,467114815ac851911cb1992f542b11c1bbdf431b,450.7,533.5,553.2,400,392.3,503.1,373,378,460
4037,9eab7eef302e43a59349cce16bf13ec56b5b1650,446.8,454.4,459.1,480,375.2,433.7,480.7,388.4,540
4039,744e759e02e8a372617c2f770458538747971cd0,585,617.6,617.3,500,567,533.4,524.8,582.9,580
4040,b356f2bc82b3bff6c0167416c9c6009aeeb51fd5,492.9,601.5,508.1,720,454,573.3,520.7,495.2,420
4042,a547a9be1ee14d52a566331ea79bef964beeb3ca,424.6,369.3,480.3,320,536.1,566.1,578.1,481.4,680
4044,7dd9dcfa7e50cef3e66f05c9675e1ad2f6eaedeb,575.2,635.6,612.4,560,461.7,555.2,563.1,488.5,620
4045,2eced8c5dd3a6785f14d726d90b4393c6c362a02,389.6,446.5,483.2,440,662.8,659.8,551.8,817,760
4046,e69b5d8f8430cd964b40d2e5d0cb6b7d2e80a119,499.9,459.7,484.8,340,554.5,635.9,545.4,584.6,680
4048,288045fd157d4286c74728a2b725c53e3b7f7f1a,463,481.1,447.6,580,502.2,555,578,359.7,500
4050,d5c3f4bb108d44d14ca73f9aba8482cee6abe766,523,430.1,432.8,500,475.6,452,442.5,456.9,0
4052,d7150a1ebd50d9f117d1111b490a374253bee71c,553.6,589.9,564.3,460,420.1,553.3,582.8,477.4,480
4053,e72fa771191b450f9e2e1472f016e33a60c6fb39,447.7,537.7,504.9,320,453.5,444.9,451.5,473.1,540
4054,bdd63cf70387e63e12d6ad70539ff891f7b70b0f,501.9,579.7,545,480,442.9,486.3,509.1,373.8,460
4055,c362cf8c211484fe825398b73f5bf443cd3be5ea,537.3,588.5,598.7,720,452.5,512.9,531.3,508.1,620
4056,7a33de3d4f9367374cbdbb6065d63763dab41569,421.5,548.6,440.7,560,424.7,468.5,521.7,387.7,380
4057,3401dc2a38ef0c202bf24be95f8ed75ff1fbb29d,429.5,350.2,434.2,0,404.2,467.1,458.7,422.9,300
4058,db8c88cd772678403eda0dd67ebd1b5ea36f17cb,514.4,606.5,454.9,700,366,417.2,425.1,376.6,0
4060,cfcb565c3d3f4f8ead637f0dc257f0dcf72250cf,453.5,464.4,390,400,492.6,547.8,555.1,537.4,420
4061,ee0885aa265050eeb090874d8fc0efe12ea4c32c,528.9,571.3,574,500,499.9,577.3,569.4,449.9,580
4063,0a96d84d3a96fc714d88ad71f9a4ca0ddca7c59f,503,552,544.1,760,477.6,535.8,506.4,410.9,600
4064,c5c63de7c53114b50f3ef7b23569d7ce0fd699f5,579.9,633,599.4,520,411.8,598.7,577.6,682.2,600
4065,aa7a3291afd542100175a10408549056827fe618,424.2,397.5,420.8,320,481.4,405.6,421,550.8,440
4066,11ee06622b224d5d52075c204c09e9b75325902e,497.9,527.4,503.7,520,419.9,392.4,493.9,365.8,160
4067,f706176e67c38998f303eb27cc7ce81f3611e006,569.4,623.8,588.2,560,443.9,437.5,479.9,475.7,360
4068,0c33338444f5c0c91f480ff20e060224b70da8cd,462.7,440.8,394.3,340,469.3,629.3,529.4,420.8,720
4069,6fcde92b94ac81c3af51fde33ba06e9d42ab33d5,398.6,435.9,398.7,440,524.7,643.8,565.4,542.3,560
4070,cd046350ee259cbb89d55848ec3124704b0e5148,451.3,546.1,483.8,520,448.2,530.4,529.2,477.8,400
4072,064ce222f55f971ae8f088c60e27c8a028ffeaef,415.5,567,593.3,520,524.5,646.7,586.5,659.6,540
4074,816f7ef9ce56868b36b8cca7e59f674a9c4154b5,601.5,652.3,620,760,607.7,612.5,622.2,396.3,600
4075,79441742a493696551c0a9a61c041fa71930c4fb,466.8,561,520.1,660,495.2,586.6,512,517,720
4076,039ad14ba4a17c2a9025efe15292de9fe3ce9366,387.2,458.1,468.7,600,479.3,476.1,467.2,420.9,420
4077,019b6db049d611b781a82734129785fc5dcae636,431.1,605,585.6,540,545.8,425.7,432.8,360.2,520
4079,66b4ad25205fc4937200b167c1423878b01fd894,512.1,409,495.7,560,486,467.3,540.2,426.2,680
4080,3fbaf4fb6d46edbafa95c75481085ad8594850f4,368.6,484.4,513.4,560,445.4,516.5,512,395.5,720
4081,18c844146b8b51bbcee016bec5432bf20aee54bc,395.9,449.1,530.4,0,397.7,532.1,548.5,396,480
4083,811dcae2887107c5930bb6a68268e5b5a7ba8927,511.8,520,545.6,540,471.7,345.9,478.9,373.2,420
4085,7890f3989b198da9e6c8587025e413ddf77285af,391.3,565.1,529.8,420,473.4,520.5,477.8,441,440
4086,4efa255fd41f123305138c3ef75aabd046bcc8df,414.4,439.3,470,560,400.3,494.5,455.6,404,420
4088,33cc5b52551079fc2dc452e140637b4e28dbc611,439.4,581.1,477.9,0,443.2,447.9,472.9,423.6,320
4089,145f04ee6d7252b80a2d2c369d0d270184856c09,413.2,510.8,502.2,480,404.5,404.5,410,402.9,360
4090,d13cf2b05a89155aef3fc85acfc7a33afdf75a8d,424.4,494.1,438.9,480,500.9,527.8,583.7,599.5,400
4093,6f1fbc8c32c7a01ec766511a34b269ca7949e458,402.8,584.5,491,520,403.1,589.3,552.1,505.7,760
4094,ed8c7e4ceb7e7b0560fd808d82df1f9ad9dafdb2,407.2,456.2,522.7,220,528.9,624.9,619.8,478.5,580
4095,993859852ec85d1b0e1d9e0a8a412b40dd325900,419.3,509.7,514.3,460,453.2,596.8,553.5,564.8,560
4096,d79a552f54f331ba038ecde974731ac33ec99e1d,582.2,631,610.9,500,493.2,579.1,567.2,481.3,560
4097,0e8aa0e89a491cc4b5ea8df5be8be2e56f92d8bf,494.5,407,377.1,380,447,548.6,569.9,539.5,600
4099,dae8ec06c8d2b4f1acfd4600272ca11e9b360239,520.2,520,546,840,391,558.1,570.2,457.4,360
4100,a3c335908946c0df638ce9fa5263bfb506981434,514.5,603.4,529.4,400,409,525.7,374.1,452.6,420
4101,7d6f8b1d4cbc06a5402308894d57b4c5d3e9d200,376,476.6,535.7,440,482.7,571.5,494,448.9,600
4103,4ed06d726e3468ed98caf7237a28ac97151d2f29,476,471.8,510.6,480,461.8,506.9,567.8,547.7,400
4104,0487686bc73ee5fb18443ae24cc29f7f154819fb,430.3,499.9,458,440,450.2,517.2,545.5,530.7,560
4105,3286957d6fb4630935c69e065cb921e8c4cf435d,447.2,558.4,543.9,600,478.6,537.8,537.4,567.6,540
4106,b723d556502b54c02accd3a0622748212311a6e6,455.4,581.4,582.2,660,451.7,557,569.3,430.8,520
4107,a34669a15c14de9dbc442e5e2a63e0b78e26fb4c,442.5,478.7,405.8,280,455,538.1,467.8,461.6,640
4108,529a467e583579ae150d41d211c16e227df93fe5,398.5,403.8,391.9,400,377.7,502,373.4,476.4,540
4109,e12266cc580cacf21ced5694e0924b6fb1de5aab,469.2,487.1,538.1,560,396.4,521.7,455.5,367.4,520
4110,451a292c7a9c5d1bb693ae66c0ebbf9633f87fa7,498,527.2,500.5,540,377.8,537.6,497.6,410,440
4111,d3c8bd20dd3ac699d01e664262f0cbb4b5bfb1ec,399.1,510,456.4,580,500.9,397,456.8,489.6,420
4112,5ecb8e72da4e5dde4d8555f3ca53e54d0df6ee32,489.4,502.1,561.3,580,496,528.5,479.5,539.1,520
4113,5f94bb6593b4ee1520976f24492fd47601bfd102,463.7,519.9,542.4,660,386.5,498,424.1,422.7,360
4114,f8a4e0237c7ed88f91f2a4557f050f9c43181627,439.3,401.7,415.7,560,532.7,503.9,385,405,500
4115,e68a3d79c4b28e3e2cad8acc53316d7448c329db,568.9,617.8,577,540,431.9,457.6,415.2,410.1,520
4116,e695a440f7be99dcffcaf5a8eb7adfce9bf4a102,459,527.4,522.1,420,404.9,556.3,542.9,462.6,640
4117,1468ee2dec3aecc3756da26170e8b43b92381a28,470.3,572.7,519.2,620,507.3,568.4,598.9,520.7,400
4118,dff569ad73733692cbf1ab607b81063eff0e861d,428.5,510.1,529.7,520,481.2,602.5,578,533,540
4119,6323f0dde023c4f57ca560fbabcda2129d92999f,580,558.6,594.2,720,450.7,367.4,471.1,450.7,400
4121,136711c00fb986212010ca8ca6e9dab037944c84,486.3,507.7,478.4,460,469.4,570.3,551.1,420.5,440
4122,81d184aeefce59624ad0702d9d91398cfd41e6bd,432.2,568.2,554.2,560,509,593.2,596.4,476.2,480
4123,dc73fa622d84ac8e873bb201260832ce26382baa,420.3,411.6,415.1,0,368.7,430.7,474.8,348.7,460
4124,ee60a0c1f91fdb87509ec5bec5a6608013b6e1bf,388.4,448.8,413.8,360,454.7,465.4,368.3,422.5,520
4125,ab6ffe01efcbcc7167bb7ed7f952b969329104a4,527.3,570.9,582.3,440,410.2,452.8,475.4,404.1,520
4126,ef0c8452c51d4b04253bb4ad3772560d2e9e6794,599.4,684.1,582.3,780,569.1,555.8,524,643.1,520
4128,c67f68d848b822085a1e92da550c3d21d842f4be,569.7,549.8,584.8,860,509,439.3,454.2,368.3,460
4129,1527819b9501e8f4e5fbc84b30f1b6e8cf382c91,522.2,545.3,531.2,600,526,499,471.7,626.2,800
4130,0dbc9315dd32d5fd205f4c7a4f9491e811ffdafd,377.4,572.4,525.6,520,375,506.4,444.5,355.3,500
4131,979d28bc47cf37d02e339b0b939d5caf7d950117,463.7,568.8,474.6,520,572.6,582.4,511.8,375,620
4132,ce0ca5f8865861c99dc6c0c40ad7829c3a09c86d,631.7,506.6,534.7,600,420.9,540,489,438,480
4134,f232caaa870c76363a015d9078745b4b1f1cb4be,437.7,477.4,441.6,240,406.9,464.6,479.1,421.7,340
4135,56e79d2ecbfd5c52ac652723077427eddf132226,476.1,496.7,451.8,600,465.7,448.1,509.5,383.5,340
4139,6e012b3812b0acefe3ed79b80581fa1f877e998b,468.6,504.1,460.4,620,435.8,557.6,552.9,468.8,520
4140,de867b4fb4349ae1ea2ec86828f53d5eb6921367,407.1,520.7,591,640,455.4,529.5,534.3,451.4,560
4141,b8d0f1da446432ea817dbc27af42cf7b54de7cc4,469.4,557.1,526.6,600,450.5,577,559.6,422.5,620
4142,cdb6f7e44e4018d972435427662e0c1ff65fa962,435.9,449.4,425.9,540,477.9,552.4,519.2,379.1,520
4143,9aca6eda9ddd64cdefb96186afceca5a41594ba1,478.3,611,567.6,560,510.6,492.2,522.8,388.9,480
4144,d801dd0eafc72629ab3358c402ac22592de3a257,449.3,518.9,530.1,560,464.5,608.9,581.4,398.1,780
4145,05025328ff61c6523c0bfd710251ab7fb222137e,418.1,356.6,523.4,480,542,600,586.9,598.2,680
4146,628fe288ac53f69493a3f01e152a286b53ad57ca,563.9,671.9,663.9,800,405.2,461.7,445.2,460.5,440
4147,74bc9d1c168a6091bcc4a44b4bdeda14fbb779c8,546.7,632.5,616.2,520,424.6,531.2,521,540.4,460
4148,d02d1db77d51310743cab6d5293f957bc42c302d,513.7,593.1,580.2,680,488.5,530.8,536.5,563.8,560
4149,5a83265b4a5d69bd72fa4cbcaab772cdb6b3f243,441.2,578.1,558.4,600,450.6,531,474,545.6,420
4151,9271ca950410c4b833982f6575814a1b84fa2e44,514.6,572.2,547.6,580,544.8,609.5,506.5,404.5,600
4152,5a3107536cfd725d830188faaa8b8465dcd50ff5,546.3,598.2,517.7,440,548.7,619.8,643.2,482.2,520
4153,3647197d7dea6d9ff3aaa235df84f213f13fe0bb,455.6,528.8,470.3,500,446.7,475.8,413.5,496.1,480
4154,32fcf6f6c4bd90ab814718dc76d38c67d02f0665,438.5,591,563,700,398.9,441.1,457,391.4,320
4156,593e88a3d0394a73e593bc0c650041dac6119f9a,478.2,398.2,417.8,660,490.5,497,471.5,512.8,320
4157,0a38c2fb4ce17c27ce11c36765d8254a0cdc4a53,429.5,610.8,543.1,520,368.8,482.3,505.6,411.9,340
4158,e797a24219aa01027b3690444513fba5027af1b7,378.6,463.7,426.7,600,449.8,575,568.7,442,680
4159,c4bf90c160d2326083394a8fbb245ed016c3fd11,524.3,513.3,468.1,500,389.5,393.5,443,347.3,460
4160,111ba68358cff24e3f56637638ac63c490995e95,573.8,529.4,584.5,720,441.4,518.2,486.9,466.6,480
4161,f0c8ab1d002824f33e7cce5874ea7708e89355ea,464.9,549.2,551.6,560,417.2,442.3,520.8,552.9,380
4163,b4fe7b49d3708eca0d8940960522c34eb15e3c54,520,641.8,575.6,680,553.3,635.7,587.8,527.3,620
